"bairro","location","preco","quartos","m2","corretora","data","link","pm2"
"Asa Norte ","SQN 310 BLOCO L OPORTUNIDADE - ?TIMO APARTAMENTO NO LA RESIDE",1080000,3,94.25,"21108",2014-01-15,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-310-bloco-l-1064047",11458.8859416446
"Sudoeste ","SQSW 100 BLOCO B ",1080000,3,108,"11586",2014-01-14,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-100-bloco-b-1159603",10000
"Asa Norte ","SQN 314 OPORTUNIDADE! BLOCO REFORMADO, COBERTURA COM BELA VIS",1080000,3,127,"10075",2014-01-14,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-314-643127",8503.93700787402
"Sudoeste ","SQSW 101 ",1080000,3,97,"21048",2014-01-12,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-101-1158327",11134.0206185567
"Sudoeste ","SQSW 305 COBERTURA COLETIVA!!!",1080000,3,105,"9025",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-305-222109",10285.7142857143
"Asa Norte ","SQN 315 BLOCO A ",1080000,2,120,"4898",2014-01-03,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-315-bloco-a-1157080",9000
"Asa Norte ","SQN 112 2QUARTOS+ESCRIT?RIO 131M2",1080000,3,132,"6996",2013-12-23,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-112-1155829",8181.81818181818
"Sudoeste ","SQSW 306 PROJETO DE ARQUITETO! ANDAR ALTO, NASCENTE, CANTO",1080000,3,110,"7550",2013-12-22,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-306-742685",9818.18181818182
"Asa Norte ","SQN 316 BLOCO F VAZADO MEIO DE QUADRA",1080000,3,128.06,"3832",2013-12-17,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-316-bloco-f-816758",8433.54677494924
"Sudoeste ","CCSW 02 BEL?SSIMO! TODO PROJETADO, NASCENTE, ANDAR ALTO!",1080000,2,95,"12873",2013-12-08,"/imovel/venda-apartamento-brasilia-df-2-quartos-ccsw-02-1006960",11368.4210526316
"Asa Sul ","SQS 302 VISTA LINDA IP?S",1080000,3,115,"1273",2013-12-04,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-302-1106221",9391.30434782609
"Noroeste ","SQNW 107 BLOCO C VIA PRESTIGE OPORTUNIDADE 4? ANDAR",1080000,3,115,"18208",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-107-bloco-c-1163687",9391.30434782609
"Noroeste ","SQNW 309 BLOCO A ",1080000,3,127.24,"20989",2014-01-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-309-bloco-a-1155150",8487.89688777114
"Sudoeste ","CLSW 100 OPORTUNIDADE! 103M3 QTS,1STE,1VG, REF. NASC.99891251",1085000,3,103.62,"10141",2014-01-26,"/imovel/venda-apartamento-brasilia-df-3-quartos-clsw-100-285813",10470.9515537541
"Noroeste ","SQNW 309 BLOCO I RIVIERA 4? ANDAR,  4 QTS  PRONTO, NASCENTE",1089000,4,119.06,"14688",2013-12-30,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-bloco-i-838181",9146.64874853015
"Asa Sul ","SQS 102 ",1090000,3,112,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-102-704069",9732.14285714286
"Asa Norte ","SQN 309 A FEROLA VENDE EXCLUSIVO CANTO VISTA 9126-9022",1090000,3,110,"11476",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-309-969045",9909.09090909091
"Sudoeste ","SQSW 100 ANDAR ALTO, VISTA LIVRE!!! 8406-4109",1090000,3,103.74,"11476",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-100-1162089",10507.0368228263
"Sudoeste ","SQSW 100 BLOCO A ",1090000,3,105,"14009",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-100-bloco-a-1163238",10380.9523809524
"Asa Norte ","SQN 108 BLOCO J -ACEITO CASA NO PARK WAY-",1090000,3,130,"9909",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-108-bloco-j-1162849",8384.61538461538
"Asa Norte ","SQN 108 BLOCO J -VAZADO, ACEITO PROPOSTA-",1090000,3,130,"9909",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-108-bloco-j-1155248",8384.61538461538
"Asa Norte ","SQN 115 ACEITA TROCA POR APTO. DE MENOR VALOR!!!!",1090000,3,125,"10869",2014-01-23,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-115-972389",8720
"Asa Norte ","SQN 115 ",1090000,3,125,"7357",2014-01-23,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-115-872542",8720
"Asa Sul ","SQS 306 BLOCO F BEL?SSIMO",1090000,3,140,"12161",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-306-bloco-f-1073506",7785.71428571429
"Asa Norte ","SQN 305 ",1090000,3,117,"7550",2014-01-08,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-305-551251",9316.23931623932
"Asa Norte ","SQN 308 BLOCO B ",1090000,3,124,"20162",2014-01-05,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-bloco-b-1046133",8790.32258064516
"Asa Norte ","SQN 305 RES. GENERAL ROSA",1090000,3,103,"19811",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-305-1059282",10582.5242718447
"Sudoeste ","SQSW 105 VIA LISBOA - REFORMADO E DE CANTO",1090000,3,104,"4996",2013-12-26,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-105-1097360",10480.7692307692
"Noroeste ","SQNW SQNW 109 BLOCO H, RESERVA PARQUE NOROESTE...",1090000,3,108.53,"7660",2013-12-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-313528",10043.3059983415
"Noroeste ","SQNW 311 FEROLA VENDE OPORTUNIDADE 9126-9022",1090000,3,126,"11476",2013-12-19,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-311-1012021",8650.79365079365
"Noroeste ","SQNW 309 04 QUARTOS PRONTOS RIVIERA",1090000,4,114.1,"15343",2014-01-14,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-858108",9553.02366345311
"Asa Norte ","SQN 109 AC IM?VEL MENOR VALOR NA ASA NORTE, AC FINANCIAMENTO.",1095000,3,115,"9451",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-109-698458",9521.73913043478
"Noroeste ","SQNW 309 BLOCO H ",1095249.4,3,100.31,"13725",2014-01-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-309-bloco-h-1022300",10918.64619679
"Noroeste ","SQNW 309 RIVIERA NOROESTE: MELHOR CUSTO BENEFICIO",1096000,4,119,"14688",2014-01-03,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-832849",9210.08403361345
"Noroeste ","SQNW 309 -4 QTOS PRONTO C/DCE -4? ANDAR - NASCENTE -2VGS",1096260,4,119,"16237",2014-01-29,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-819433",9212.26890756303
"Noroeste ","SQNW APROVEITE-4QTOS PELO PRE?O DE 3QTO- EM AT? 120 MESES DIR",1096261.2,4,114.1,"10069",2014-01-13,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-259920",9607.89833479404
"Noroeste ","SQNW 309 BLOCO I OPORTUNIDADE! 4? ANDAR. PRONTO! ?TIMA PLANTA",1096261.2,4,114.1,"14095",2014-01-29,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-bloco-i-1024286",9607.89833479404
"Noroeste ","SQNW * RIVIERA NOROESTE * 4O. ANDAR  PRONTO 4 QTOS  ULTIMA CH",1096261.83,4,119.05,"15034",2014-01-05,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-315361",9208.41520369593
"Noroeste ","SQNW 4QTS-MELHOR CUSTO BENEFICIO-4QTS,PELO PRE?O DE 3",1097000,4,114.1,"10069",2014-01-13,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-259923",9614.37335670465
"Asa Norte ","SQN 305 NA MELHOR LOCALIZA??O, NO MELHOR PR?DIO!",1100000,3,103,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-305-1104891",10679.6116504854
"Asa Sul ","SQS 116 BEL?SSIMO!",1100000,2,99,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-116-1104876",11111.1111111111
"Asa Sul ","SQS 113 ",1100000,2,104,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-113-1104829",10576.9230769231
"Sudoeste ","SQSW 306 - NASCENTE, CANTO, AC.(-) VALOR!!!",1100000,3,112,"7421",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-306-1161006",9821.42857142857
"Asa Norte ","SQN 203 ",1100000,3,98,"7925",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-203-959165",11224.4897959184
"Asa Norte ","SQN 308 ",1100000,3,127,"8793",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-970635",8661.41732283465
"Asa Norte ","SQN 212 BLOCO B ",1100000,3,97,"11127",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-212-bloco-b-1158086",11340.206185567
"Asa Norte ","SQN 115 EXCELENTE E BEM AMPLO...",1100000,3,122,"7107",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-115-1015994",9016.39344262295
"Asa Sul ","SQS 102 EXCELENTE LOCALIZA??O...",1100000,3,110,"7107",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-102-1158056",10000
"Asa Sul ","SQS 106 BLOCO B OPORTUNIDADE! ACEITA PROPOSTA.",1100000,4,174,"19135",2014-01-29,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqs-106-bloco-b-1162448",6321.83908045977
"Asa Sul ","SQS 102 OTIMO APTO - 8156-8764",1100000,3,119,"12180",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-102-1160880",9243.6974789916
"Asa Sul ","SQS 106 APARTAMENTO E PR?DIO REFORMADOS.  8121-5427.",1100000,3,155,"19420",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-106-1157767",7096.77419354839
"Asa Sul ","SQS 102 GARAGEM,120M?, ANDAR ALTO.  8121-5427 .",1100000,3,120,"19420",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-102-1157771",9166.66666666667
"Asa Sul ","SQS 113 REFORMADO",1100000,2,110,"10584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-113-1011231",10000
"Asa Norte ","SQN 108 4? ANDAR  REFORMADO  VAZADO",1100000,3,125,"10584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-108-1158091",8800
"Sudoeste ","SQSW 105 NASCENTE",1100000,3,108,"10815",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-105-1084461",10185.1851851852
"Asa Norte ","SQN 308 ",1100000,3,122.48,"20615",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-1158455",8981.05813193991
"Asa Norte ","SQN 305 NA MELHOR LOCALIZA??O, NO MELHOR PR?DIO!",1100000,3,103,"17001",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-305-831053",10679.6116504854
"Asa Sul ","SQS 116 BEL?SSIMO!",1100000,2,99,"17001",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-116-805935",11111.1111111111
"Asa Sul ","SQS 113 ",1100000,2,104,"17001",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-113-751160",10576.9230769231
"Asa Sul ","SQS 106 NASCENTE, VAZADO, V. LIVRE, DE CANTO, DESOCUPADO",1100000,3,168,"10491",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-106-1158798",6547.61904761905
"Noroeste ","SQNW 109 BLOCO H RESERVA PARQUE NOROESTE",1100000,3,115,"16381",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-109-bloco-h-1163099",9565.21739130435
"Sudoeste ","SQSW 306 FEROLA LINDO EXCLUSIVO 9126-9022",1100000,3,107,"11476",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-306-1083543",10280.3738317757
"Noroeste ","SQNW EDIF RESID RESERVA PARQUE/CANTO/COM VISTA",1100000,3,115.03,"15045",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-904875",9562.72276797357
"Asa Sul ","SQS 305 ORIGINAL PARA REFORMA!!!!!!!",1100000,3,148,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-305-716432",7432.43243243243
"Asa Norte ","SQN 303 REFORMADO, CANTO, V. LIVRE, MEIO DE QUADRA",1100000,3,110,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-303-747255",10000
"Sudoeste ","SQSW 306 OPORTUNIDADE!!! REFORMADO",1100000,3,107,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-306-733281",10280.3738317757
"Sudoeste ","SQSW 104 CANTO!! ANDAR ALTO!!!",1100000,3,100,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-104-902083",11000
"Sudoeste ","SQSW 303 OPORTUNIDADE!! CANTO!! ANDAR ALTO!!",1100000,3,126,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-303-899116",8730.15873015873
"Asa Sul ","SQS 113 NASCENTE, VISTA LIVRE, APT AMPLO",1100000,2,110,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-113-1013417",10000
"Asa Sul ","SQS 106 NASCENTE, REFORMADO, VAZADO, VISTA LIVRE",1100000,3,161,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-106-1007578",6832.29813664596
"Asa Sul ","SQS 305 DE CANTO, SALA ENORME!!! NASCENTE, VISTA LIVRE",1100000,3,135,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-305-1080429",8148.14814814815
"Asa Sul ","SQS 302 REFORMADO, SU?TE, VISTA LIVRE",1100000,3,115,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-302-1101815",9565.21739130435
"Asa Norte ","SQN 112 * VAZADO * 137M? * GARAGEM * 61 8555-7003",1100000,3,137,"5915",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-112-700499",8029.19708029197
"Asa Norte ","SQN 209 (02)EXCELENTE LOCALIZA??O",1100000,3,140,"16711",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-209-1000928",7857.14285714286
"Asa Sul ","SQS 116 APARTAMENTO REFORMAD?SSIMO",1100000,2,99,"12268",2014-01-27,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-116-853728",11111.1111111111
"Asa Sul ","SQS 304 ACEITA TROCA POR CASA NO LAGO SUL",1100000,3,107,"19812",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-304-1036846",10280.3738317757
"Asa Norte ","SQN 203 ",1100000,3,95,"7925",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-203-691170",11578.9473684211
"Asa Norte ","SQN 112 LANCE A SUA PROPOSTA! VISTA LIVRE, ALTO!",1100000,3,137,"11019",2014-01-26,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-112-1036191",8029.19708029197
"Asa Sul ","TRECHO SCES TRECHO 01 BRISAS DO LAGO! AGENDE SUA VISITA 9144-",1100000,2,97,"16964",2014-01-25,"/imovel/venda-apartamento-brasilia-df-2-quartos-trecho-sces-trecho-01-1078096",11340.206185567
"Asa Norte ","SETOR SHTN BRISAS DO LAGO! AGENDE SUA VISITA 9144-7676",1100000,2,97,"16964",2014-01-24,"/imovel/venda-apartamento-brasilia-df-2-quartos-setor-shtn-1078092",11340.206185567
"Asa Sul ","SQS 207 BLOCO J APENAS R$ 1.100.000,00",1100000,2,115,"13141",2014-01-24,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-207-bloco-j-946573",9565.21739130435
"Asa Sul ","SQS 302 :: SQS 302 - REFORMADO, ANDAR ALTO, VAZADO, GARAGEM!",1100000,3,115,"11763",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-302-1089953",9565.21739130435
"Sudoeste ","SQSW 301 PODE SER REVERS?VEL PARA 3 QTOS",1100000,2,95,"15089",2014-01-23,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-301-946579",11578.9473684211
"Sudoeste ","SQSW 301 ",1100000,3,95,"15089",2014-01-23,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-301-946587",11578.9473684211
"Asa Sul ","SQS 105 BLOCO F ACEITA PROPOSTA *61.84533159",1100000,3,139,"2267",2014-01-22,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-105-bloco-f-990569",7913.6690647482
"Asa Norte ","SQN 305 ",1100000,3,114,"7925",2014-01-22,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-305-833943",9649.12280701754
"Asa Sul ","SQS 107 DE CANTO",1100000,3,120,"358",2014-01-22,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-107-1097057",9166.66666666667
"Asa Norte ","SQN 110 VENDIDO!!!",1100000,3,127,"7550",2014-01-21,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-110-636430",8661.41732283465
"Asa Sul ","SQS 305 ",1100000,3,155,"2146",2014-01-21,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-305-921452",7096.77419354839
"Asa Sul ","SQS 106 - DESOCUPADO - 176M? - ACEITA IM?VEL",1100000,3,176,"13933",2014-01-21,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-106-1160269",6250
"Asa Norte ","SQN 206 EXCELENTE APARTAMENTO REFORMADO DE CANTO.",1100000,3,120,"10075",2014-01-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-206-1161125",9166.66666666667
"Asa Norte ","SQN 203 ",1100000,3,97,"7925",2014-01-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-203-742384",11340.206185567
"Asa Norte ","SQN 110 ",1100000,3,116,"5179",2014-01-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-110-1002469",9482.75862068966
"Asa Norte ","SQN 212 * NASCENTE* VISTA LIVRE * 2 VGS GARAGENS * LINDO**",1100000,3,97,"13880",2014-01-19,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-212-1160496",11340.206185567
"Noroeste ","SQNW 309 PRONTO - 3? ANDAR - QUITADO - AC. FINANCIAMENTO",1100000,3,127,"7421",2014-01-17,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-309-1057053",8661.41732283465
"Noroeste ","SQNW 309 3? ANDAR - QUITADO - AC. FINANCIAMENTO",1100000,4,127,"7421",2014-01-17,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-1069201",8661.41732283465
"Asa Sul ","SQS 102 ",1100000,3,120,"12268",2014-01-17,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-102-1160668",9166.66666666667
"Asa Sul ","SQS 107 * NASCENTE * AMPLO * 8555-7003",1100000,3,140,"5915",2014-01-17,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-107-1157372",7857.14285714286
"Asa Norte ","SETOR SHTN ILHAS DO LAGO - MELHOR APARTAMENTO 3 ANDAR",1100000,2,74,"16964",2014-01-16,"/imovel/venda-apartamento-brasilia-df-2-quartos-setor-shtn-1149620",14864.8648648649
"Asa Sul ","SQS 113 BLOCO D ",1100000,3,120,"9709",2014-01-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-113-bloco-d-1160303",9166.66666666667
"Asa Norte ","SQN 115 REFORMADO!! 125M?,  VAZADO,  NASCENTE.",1100000,3,125,"8247",2014-01-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-115-223211",8800
"Sudoeste ","SQSW 104 BLOCO F - 3 QUARTOS C/CLUBE NA COBERTURA",1100000,3,110,"9369",2014-01-15,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-104-bloco-f-959008",10000
"Asa Norte ","SQN 215 -A VAGA DE GARAGEM ? EXCEPCIONAL",1100000,3,128.4,"10122",2014-01-14,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-215-81645",8566.97819314642
"Asa Sul ","SQS 302 TODO REFORMADO COM ARM?RIOS NA COZINHA.",1100000,3,115,"10075",2014-01-14,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-302-1101810",9565.21739130435
"Asa Sul ","SQS 106 MARAVILHOSO APARTAMENTO EM QUADRA NOBRE.",1100000,3,161,"10075",2014-01-14,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-106-1041812",6832.29813664596
"Sudoeste ","SQSW 102 ",1100000,4,120,"5006",2014-01-13,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqsw-102-983190",9166.66666666667
"Asa Sul ","SQS 102 ?TIMA LOCALIZA??O!!!03 QTOS, STE, DCE, GARAGEM...",1100000,3,115,"3889",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-102-400562",9565.21739130435
"Asa Norte ","SQN 308 - NASCENTE - VAZADO",1100000,3,123,"9615",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-1158796",8943.08943089431
"Asa Norte ","SQN 112 ",1100000,3,137,"20221",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-112-724183",8029.19708029197
"Asa Sul ","SQS 312 REFORMADO ! COBERTURA COLETIVA COM PISCINA !1",1100000,3,97,"7037",2014-01-12,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-312-995990",11340.206185567
"Asa Sul ","SQS 310 BLOCO B ",1100000,3,118,"1980",2014-01-10,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-310-bloco-b-538132",9322.03389830508
"Sudoeste ","SQSW 305 BLOCO G DMARTINI - NASCENTE - VISTA LIVRE - DESOCUPA",1100000,3,104,"14034",2014-01-09,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-305-bloco-g-1158199",10576.9230769231
"Asa Norte ","SQN 303 ",1100000,3,108,"12268",2014-01-09,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-303-729780",10185.1851851852
"Asa Sul ","SQS 302 03 QTOS NA ASA SUL, ELEV, GAR, STE, DCE - RWF",1100000,3,130,"8066",2014-01-08,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-302-141875",8461.53846153846
"Sudoeste ","SQSW 101 BLOCO G ",1100000,3,96,"6947",2014-01-08,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-101-bloco-g-484859",11458.3333333333
"Asa Norte ","SQN 206 03 QTOS NA ASA NORTE, DCE, STE, GAR. RWF",1100000,3,120,"8066",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-206-611189",9166.66666666667
"Sudoeste ","SQSW 302 REFORMAD?SSIMO, CONSULTORIA COMPLETA!!!",1100000,3,99,"9025",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-302-220831",11111.1111111111
"Asa Sul ","SQS 213 ",1100000,3,120,"9807",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-213-1157628",9166.66666666667
"Asa Sul ","SQS 106 BLOCO C - REFORMADO -  ON?SIA - 8143-6606",1100000,3,161,"8736",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-106-bloco-c-1003843",6832.29813664596
"Asa Sul ","SQS 313 VAZADO - 119M?",1100000,3,119,"9572",2014-01-06,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-313-987217",9243.6974789916
"Asa Sul ","SQS 307 LINDO APARTAMENTO, NASCENTE, VISTA LIVRE",1100000,3,154,"15971",2014-01-03,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-307-1071644",7142.85714285714
"Asa Sul ","SQS 102 VISTA LIVRE / 8301-7361",1100000,3,115,"12180",2014-01-03,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-102-1157003",9565.21739130435
"Asa Norte ","SQN 305 ",1100000,3,117,"5179",2014-01-03,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-305-893991",9401.7094017094
"Asa Norte ","SQN 303 VISTA LIVRE/LINDA REFORMA!BLOCO REFORMADO",1100000,3,110,"11019",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-303-801094",10000
"Asa Sul ","SQS 108 BLOCO F APARTAMENTO REFORMADO",1100000,3,141,"1691",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-108-bloco-f-1052320",7801.41843971631
"Asa Norte ","SQN 104 ",1100000,3,82,"6809",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-104-666133",13414.6341463415
"Asa Norte ","SQN 315 6? ANDAR ACEITA APTO DE 02 QTOS",1100000,3,120,"7717",2013-12-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-315-31691",9166.66666666667
"Asa Norte ","SQN 211 BLOCO C /CANTO, VISTA LIVRE-IMPERD?VEL!!!",1100000,3,117.6,"20339",2013-12-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-211-bloco-c-840619",9353.74149659864
"Asa Sul ","SQS 306 ",1100000,3,154,"3699",2013-12-23,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-306-755651",7142.85714285714
"Asa Sul ","SQS 204 ?TIMO APTO EM QUADRA NOBRE! 3047-7878 / 8208-0928",1100000,3,90.28,"10588",2013-12-18,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-204-798002",12184.315463004
"Asa Sul ","SQS 106 TOTALMENTE ORIGINAL!",1100000,3,154,"7174",2013-12-18,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-106-467942",7142.85714285714
"Asa Norte ","SQN 214 VISTA LIVRE PARA O LAGO/ 8595-2022",1100000,3,105,"12180",2013-12-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-214-883629",10476.1904761905
"Asa Norte ","SQN 307 REFORMADO ?TIMA LOCALIZA??O 8125-8765",1100000,3,122,"12180",2013-12-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-307-786954",9016.39344262295
